Accel_x,Accel_y,Accel_z,Gyr_x,Gyr_y,Gyr_z
0.06,0.97,-0.24,2.52,-0.07,-1.05
0.02,0.94,-0.22,-1.19,-0.56,-2.31
0.04,0.94,-0.20,1.82,-0.35,-0.28
0.07,1.02,-0.24,0.98,0.91,-1.96
0.00,0.92,-0.22,1.19,-0.84,-1.96
0.03,0.99,-0.24,3.43,-0.70,-0.21
0.04,1.01,-0.26,-1.12,0.07,-2.10
0.00,0.89,-0.21,1.61,-0.91,-1.75
0.05,1.02,-0.25,2.73,0.00,-0.84
0.02,0.96,-0.23,-2.10,-0.14,-2.31
0.02,0.89,-0.19,3.36,-0.84,-0.91
0.06,1.05,-0.25,2.17,0.77,-2.38
0.01,0.93,-0.22,-0.56,-0.63,-2.03
0.03,0.91,-0.21,3.71,0.35,-0.63
0.05,1.03,-0.25,-0.70,0.49,-1.82
0.02,0.91,-0.21,-0.07,-0.77,-1.19
0.07,0.99,-0.23,2.87,0.56,-1.61
0.02,0.98,-0.24,-0.98,-0.56,-2.73
0.01,0.89,-0.20,2.31,-1.12,-0.07
0.07,1.04,-0.24,1.12,1.19,-1.75
0.01,0.95,-0.21,0.63,-0.77,-2.45
0.02,0.92,-0.23,3.85,-0.14,-0.28
0.06,1.03,-0.26,-1.12,0.56,-2.24
0.03,0.93,-0.21,0.07,-0.49,-1.61
0.05,0.96,-0.23,2.52,0.35,-1.12
0.02,0.98,-0.23,-1.89,-0.14,-2.31
0.04,0.93,-0.20,1.89,-0.21,-0.77
0.07,1.03,-0.24,1.26,0.77,-1.89
0.01,0.94,-0.22,0.98,-0.98,-2.59
0.03,0.97,-0.24,3.01,-0.21,-0.56
0.04,0.99,-0.25,-0.56,0.56,-2.17
0.01,0.89,-0.21,1.33,-0.91,-1.82
0.06,1.03,-0.25,2.73,-0.07,-1.26
0.02,0.96,-0.23,-1.89,-0.42,-2.45
0.02,0.89,-0.19,3.22,-0.84,-1.05
0.06,1.04,-0.25,1.89,0.14,-1.54
0.01,0.92,-0.21,-1.05,-0.21,-2.03
0.03,0.93,-0.21,4.55,-0.07,-0.70
0.06,1.05,-0.26,-0.70,0.91,-1.96
0.02,0.89,-0.21,-0.56,-0.21,-1.47
0.06,0.98,-0.24,3.01,-0.28,-1.47
0.02,0.99,-0.24,-1.33,-0.91,-2.59
0.01,0.89,-0.20,2.45,-0.49,-0.49
0.06,1.05,-0.24,2.31,0.77,-2.03
0.01,0.95,-0.22,1.05,-0.63,-2.66
0.03,0.92,-0.24,3.01,-0.28,-0.28
0.05,1.01,-0.25,-1.40,0.49,-2.17
0.02,0.90,-0.21,0.35,-1.05,-1.68
0.06,0.97,-0.23,2.52,0.28,-0.56
0.02,1.00,-0.22,-1.47,-0.42,-2.03
0.02,0.91,-0.20,2.59,-0.98,-1.40
0.06,1.02,-0.24,0.84,0.77,-1.82
0.00,0.95,-0.21,0.28,-0.35,-2.03
0.03,0.97,-0.23,3.50,-0.35,-0.77
0.04,0.99,-0.25,-0.42,0.35,-2.38
0.01,0.91,-0.21,1.47,-0.49,-1.33
0.06,1.00,-0.25,2.38,-0.35,-1.05
0.01,0.92,-0.22,-1.40,-0.84,-2.38
0.02,0.91,-0.20,2.66,-0.28,-0.49
0.07,1.06,-0.25,1.05,0.42,-1.75
0.01,0.90,-0.21,-0.07,-0.42,-2.73
0.03,0.94,-0.22,3.85,-0.07,-0.14
0.06,1.05,-0.26,-1.47,0.70,-2.10
0.02,0.89,-0.20,0.00,-0.84,-1.47
0.06,0.98,-0.24,3.85,-0.28,-0.84
0.03,1.01,-0.25,-1.96,-0.63,-2.73
0.02,0.88,-0.19,2.24,-0.77,-1.05
0.05,1.05,-0.24,3.15,0.35,-2.03
0.00,0.96,-0.23,0.07,-0.84,-2.31
0.03,0.92,-0.23,3.29,0.21,-0.28
0.05,1.03,-0.25,-0.56,1.12,-2.24
0.01,0.90,-0.22,0.21,-1.61,-1.68
0.06,0.97,-0.23,1.68,0.21,-0.63
0.02,0.99,-0.22,-1.54,-0.56,-2.38
0.02,0.90,-0.20,3.08,-0.91,-0.84
0.07,1.05,-0.24,0.84,0.91,-1.33
0.01,0.96,-0.22,0.98,-0.63,-2.17
0.01,0.93,-0.23,3.71,-0.56,-0.70
0.04,1.01,-0.25,-0.98,1.05,-2.10
0.02,0.92,-0.21,0.49,-0.49,-1.47
0.06,0.97,-0.24,2.73,-0.07,-1.40
0.03,0.95,-0.23,-1.12,-0.42,-2.45
0.03,0.93,-0.20,2.31,-0.42,-0.63
0.06,1.02,-0.24,1.47,0.28,-2.10
0.00,0.91,-0.21,0.21,-0.56,-1.89
0.04,0.96,-0.23,3.36,0.28,-0.35
0.05,1.04,-0.26,-1.12,0.35,-1.96
0.01,0.89,-0.20,1.05,-0.84,-1.75
0.05,1.00,-0.25,3.01,-0.28,-1.05
0.02,0.98,-0.24,-2.17,-0.56,-2.52
0.01,0.87,-0.19,3.08,-0.49,-1.19
0.06,1.06,-0.24,2.73,0.91,-1.75
0.01,0.95,-0.22,-0.42,0.14,-2.38
0.03,0.91,-0.21,3.57,-0.28,-0.77
0.05,1.03,-0.25,-0.35,0.49,-2.24
0.01,0.91,-0.22,-0.14,-1.05,-1.33
0.06,0.98,-0.23,2.10,0.77,-0.84
0.03,0.99,-0.22,-0.84,-0.56,-2.66
0.01,0.91,-0.20,2.52,-1.54,-0.28
0.07,1.04,-0.24,1.61,0.84,-1.75
0.01,0.96,-0.21,0.84,-0.70,-2.59
0.02,0.95,-0.23,4.06,-0.56,-0.28
0.04,1.02,-0.25,-0.98,0.77,-2.10
0.02,0.92,-0.21,0.98,-0.49,-1.47
0.05,0.96,-0.25,2.73,-0.28,-1.54
0.03,0.94,-0.23,-1.75,-1.05,-2.24
0.03,0.93,-0.19,2.45,0.42,-0.84
0.06,1.02,-0.24,1.61,0.49,-1.89
0.00,0.91,-0.22,0.91,-0.84,-2.03
0.04,0.98,-0.23,2.73,-0.07,-0.21
0.05,1.00,-0.25,-0.98,0.56,-1.96
0.01,0.89,-0.21,1.33,-0.56,-1.33
0.06,1.02,-0.25,2.66,-0.07,-1.33
0.02,0.97,-0.23,-2.10,-0.84,-2.52
0.01,0.87,-0.19,3.50,-0.84,-1.19
0.06,1.06,-0.25,2.45,0.56,-1.68
0.01,0.94,-0.22,-0.91,-0.14,-1.82
0.03,0.92,-0.21,4.20,0.00,-0.77
0.05,1.04,-0.26,-0.63,0.70,-2.45
0.01,0.91,-0.21,-0.84,-0.56,-1.19
0.06,0.97,-0.23,2.52,0.35,-1.40
0.02,0.98,-0.22,-0.98,0.00,-2.66
0.01,0.92,-0.20,2.45,-0.63,-0.14
0.07,1.04,-0.24,1.96,0.84,-1.75
0.01,0.95,-0.22,1.47,-0.56,-2.73
0.02,0.92,-0.23,2.80,-0.14,-0.07
0.04,1.02,-0.26,-1.47,-0.42,-1.75
0.02,0.92,-0.21,1.40,-0.21,-1.96
0.05,0.96,-0.25,2.87,0.21,-0.63
0.03,0.97,-0.23,-1.75,-0.28,-1.82
0.04,0.92,-0.20,1.68,-0.42,-1.40
0.06,1.01,-0.24,1.40,0.35,-2.10
0.00,0.93,-0.21,0.28,-0.63,-1.61
0.05,0.98,-0.23,3.15,-0.21,-0.70
0.04,1.00,-0.25,-0.28,0.21,-2.03
0.01,0.91,-0.22,1.68,-0.70,-1.61
0.06,1.02,-0.25,2.17,17.85,-1.75
0.01,0.93,-0.22,-1.61,-0.42,-2.66
0.01,0.89,-0.20,3.01,-0.91,-0.28
0.07,1.07,-0.24,1.26,0.77,-1.61
0.01,0.92,-0.21,-0.07,-0.14,-2.59
0.02,0.92,-0.22,4.41,-0.07,-0.56
0.05,1.05,-0.27,-1.19,0.42,-2.52
0.02,0.89,-0.21,-0.91,-0.42,-1.19
0.06,0.98,-0.23,2.94,0.35,-1.26
0.03,1.00,-0.23,-1.54,-1.05,-2.66
0.02,0.90,-0.20,1.82,-0.56,-0.35
0.06,1.04,-0.23,2.52,0.42,-2.45
0.01,0.95,-0.22,0.91,-0.63,-2.66
0.03,0.93,-0.24,3.36,0.28,-0.49
0.05,1.01,-0.25,-0.84,0.28,-2.24
0.02,0.90,-0.22,1.82,-0.91,-1.75
0.06,0.97,-0.25,1.68,0.56,-0.63
0.03,0.96,-0.22,-1.82,-0.49,-2.24
0.02,0.90,-0.20,2.87,-0.84,-1.40
0.06,1.03,-0.24,1.12,0.56,-1.68
0.01,0.96,-0.21,0.21,-0.56,-1.82
0.04,0.95,-0.23,3.57,-0.63,-0.56
0.04,0.99,-0.25,-0.91,0.70,-1.96
0.02,0.93,-0.21,0.91,-0.84,-1.61
0.06,1.01,-0.24,2.38,0.00,-1.89
0.01,0.94,-0.22,-0.84,-0.28,-2.52
0.01,0.91,-0.20,2.59,-0.21,-0.70
0.07,1.04,-0.24,0.70,0.42,-2.03
0.01,0.91,-0.21,0.07,-1.05,-2.52
0.03,0.95,-0.23,4.13,-0.14,-0.56
0.05,1.05,-0.26,-1.33,0.42,-2.10
0.01,0.88,-0.20,0.28,-0.98,-1.33
0.05,0.99,-0.24,2.52,0.28,-0.84
0.03,0.98,-0.22,-2.10,-0.42,-2.52
0.03,0.91,-0.19,2.66,-0.56,-0.42
0.06,1.05,-0.24,2.59,0.49,-2.10
0.00,0.94,-0.22,0.63,-0.91,-2.59
0.03,0.93,-0.23,3.22,0.70,-0.49
0.05,1.01,-0.25,-0.70,0.42,-2.24
0.02,0.90,-0.22,1.61,-0.63,-1.75
0.07,0.98,-0.24,1.75,0.70,-0.91
0.02,0.96,-0.22,-1.40,-0.07,-2.73
0.02,0.90,-0.20,2.73,-1.05,-0.91
0.06,1.03,-0.24,0.42,0.63,-1.68
0.01,0.95,-0.21,0.56,-0.63,-1.96
0.03,0.95,-0.23,3.71,0.49,-0.77
0.04,1.01,-0.25,-1.05,0.00,-1.96
0.02,0.93,-0.21,1.12,-0.42,-1.47
0.05,0.98,-0.25,2.24,-0.14,-1.61
0.01,0.93,-0.22,-1.40,-0.70,-2.45
0.03,0.94,-0.20,2.45,-0.42,-0.42
0.06,1.04,-0.24,1.19,0.63,-2.38
-0.01,0.91,-0.22,1.19,-1.05,-2.45
0.04,0.97,-0.23,3.08,0.42,-0.28
0.05,1.01,-0.25,-1.68,0.42,-2.03
0.01,0.89,-0.20,0.98,-1.05,-1.40
0.07,1.02,-0.24,3.15,0.56,-1.05
0.02,0.97,-0.24,-1.82,-0.42,-2.45
0.02,0.88,-0.19,3.43,-0.63,-1.05
0.06,1.06,-0.24,2.24,0.49,-1.96
0.01,0.93,-0.22,-0.35,-0.49,-2.24
0.03,0.91,-0.23,4.06,-0.14,-0.63
0.05,1.03,-0.25,-0.63,0.21,-2.24
0.02,0.91,-0.21,17.57,-0.70,-1.26
0.06,0.97,-0.25,2.38,0.21,-1.05
0.03,0.95,-0.22,-1.33,-0.42,-2.59
0.03,0.91,-0.20,2.45,-0.35,-0.49
0.06,1.04,-0.24,0.77,0.28,-1.68
0.01,0.95,-0.22,1.19,-0.77,-2.10
0.02,0.94,-0.23,3.08,0.42,-0.14
0.04,1.02,-0.25,-1.19,0.77,-2.10
0.02,0.93,-0.21,1.19,-0.91,-1.89
0.05,0.99,-0.24,2.73,0.21,-1.47
0.01,0.96,-0.23,-1.68,-0.49,-2.24
0.03,0.92,-0.20,2.87,0.00,-1.12
0.06,1.02,-0.24,1.40,0.84,-1.96
0.01,0.93,-0.21,0.35,-1.05,-1.89
0.04,0.98,-0.23,3.50,0.07,-0.98
0.04,1.00,-0.24,-0.63,0.42,-2.10
0.00,0.91,-0.21,1.33,-0.98,-0.70
0.07,1.02,-0.25,2.10,0.14,-1.19
0.02,0.93,-0.22,-1.75,0.00,-2.87
0.02,0.89,-0.20,3.01,-0.77,-0.14
0.07,1.07,-0.24,1.68,0.21,-2.31
0.00,0.92,-0.21,0.49,-0.49,-2.59
0.02,0.91,-0.24,4.48,-0.49,-0.56
0.05,1.03,-0.26,-1.05,0.42,-2.17
0.02,0.89,-0.21,16.94,-0.49,-1.05
0.06,0.98,-0.23,2.94,-0.21,-1.33
0.03,0.88,-0.23,-1.47,-0.63,-2.66
0.03,0.90,-0.20,1.68,-0.77,-0.35
0.05,1.02,-0.24,1.33,0.63,-1.82
0.01,0.95,-0.22,0.56,-0.56,-2.24
0.03,0.96,-0.23,3.22,17.43,-0.21
0.04,1.02,-0.26,-0.70,-0.07,-2.17
0.01,0.90,-0.21,1.82,-1.12,-2.10
0.05,1.00,-0.25,2.03,0.42,-1.19
0.01,0.97,-0.22,-1.61,-0.07,-2.31
0.02,0.90,-0.20,3.71,-0.84,-1.12
0.06,1.02,-0.24,1.33,0.70,-1.40
0.01,0.94,-0.21,0.14,0.07,-2.17
0.04,0.95,-0.22,3.57,-0.49,-0.84
0.04,0.99,-0.25,-0.91,-0.07,-2.03
0.01,0.92,-0.21,0.91,-0.84,-0.35
0.07,1.01,-0.24,2.80,0.07,-1.19
0.02,0.95,-0.23,-1.05,-0.42,-2.45
0.02,0.90,-0.20,2.59,-1.12,-0.42
0.07,1.05,-0.24,1.19,0.49,-2.59
0.00,0.91,-0.21,0.56,-0.70,-2.38
0.02,0.94,-0.24,4.62,-0.35,-0.28
0.06,1.04,-0.27,-0.98,0.98,-2.10
0.02,0.88,-0.21,-0.35,-0.21,-1.47
0.05,0.97,-0.24,3.29,0.35,-1.19
0.03,1.01,-0.23,-2.24,-0.49,-2.24
0.02,0.89,-0.19,1.47,0.14,-1.12
0.06,1.04,-0.23,1.82,0.21,-2.03
0.00,0.95,-0.22,0.42,-0.28,-2.59
0.03,0.96,-0.22,2.94,0.21,-0.42
0.04,1.01,-0.25,-0.35,0.42,-2.10
0.01,0.90,-0.22,1.82,-0.98,-1.96
0.06,1.09,-0.24,1.96,0.28,-1.12
0.02,0.97,-0.22,-1.47,-0.63,-2.38
0.02,0.90,-0.20,3.36,-0.84,-1.40
0.07,1.03,-0.24,0.84,1.05,-1.54
0.01,0.94,-0.21,0.07,-0.49,-1.68
0.03,0.93,-0.22,3.99,-0.21,-0.70
0.04,1.02,-0.37,-1.26,0.70,-1.89
0.02,0.92,-0.21,0.28,-0.56,-0.98
0.06,0.99,-0.24,2.66,0.28,-1.61
0.01,0.94,-0.22,-0.98,-0.42,-2.52
-0.04,1.06,-0.08,1.89,-1.47,-2.10
-0.03,1.06,-0.07,0.35,-0.21,-2.03
-0.04,0.95,-0.08,2.10,0.21,-2.73
-0.05,0.97,-0.08,2.03,-0.28,-1.33
-0.02,1.07,-0.08,0.07,0.07,-1.19
-0.02,0.99,-0.07,-0.21,0.28,-2.66
-0.05,0.89,-0.07,0.28,-0.07,-1.68
-0.06,1.01,-0.08,2.59,-0.14,-2.87
-0.03,1.08,-0.06,0.56,-0.21,-2.38
-0.06,0.95,-0.07,1.19,0.28,-3.01
-0.08,0.93,-0.10,2.45,-0.21,-2.73
-0.05,1.04,-0.08,2.10,0.42,-0.42
-0.03,1.06,-0.09,0.28,-0.07,-2.66
-0.05,0.94,-0.08,0.63,-0.42,-2.10
-0.05,1.00,-0.09,2.45,-1.05,-2.38
-0.03,1.06,-0.06,-0.84,0.42,-0.91
-0.01,0.98,-0.06,-2.10,1.96,-1.89
-0.05,0.91,-0.07,0.77,0.70,-2.10
-0.06,0.98,-0.07,0.84,0.35,-1.61
-0.03,1.10,-0.06,2.03,0.07,-3.57
-0.07,0.93,-0.06,0.28,0.77,-1.96
-0.08,0.93,-0.08,1.75,0.56,-1.89
-0.06,1.11,-0.07,1.75,-0.14,-1.26
-0.03,1.06,-0.08,-0.07,1.26,-3.15
-0.08,0.94,-0.09,0.49,-0.91,-3.29
-0.06,1.02,-0.06,0.77,0.28,-0.98
-0.02,1.08,-0.08,1.68,1.19,-2.80
-0.05,0.92,-0.07,-2.73,1.61,-0.77
-0.07,0.97,-0.07,0.84,0.00,-1.75
-0.04,1.11,-0.05,2.80,-0.98,-2.31
-0.05,0.94,-0.07,-1.19,1.82,-1.47
-0.06,0.96,-0.05,-0.07,0.35,-0.98
-0.03,1.25,-0.07,3.57,0.91,-3.01
-0.03,1.04,-0.09,2.52,-0.56,-3.64
-0.09,0.92,-0.08,-1.05,0.70,-1.54
-0.07,1.05,-0.07,2.38,-0.70,-1.19
-0.01,1.08,-0.07,0.91,1.05,-2.10
-0.07,0.91,-0.08,-1.68,0.35,-2.66
-0.09,0.93,-0.06,1.05,-0.77,-0.98
-0.04,1.23,-0.06,3.01,-0.35,-1.89
-0.04,0.98,-0.08,-1.40,1.19,-0.14
-0.03,0.94,-0.06,-1.82,2.66,-0.49
-0.04,1.08,-0.07,2.87,-1.89,-2.80
-0.03,1.02,-0.05,0.14,17.85,-2.45
-0.06,0.96,-0.04,-1.47,0.07,-2.38
-0.07,1.06,-0.05,2.10,0.56,-1.26
-0.03,1.05,-0.07,3.85,0.07,-2.45
-0.06,0.92,-0.08,-0.07,0.28,-1.82
-0.09,0.92,-0.07,0.00,-0.21,-0.70
-0.04,1.06,-0.07,2.80,-0.56,-1.89
-0.04,1.02,-0.07,-0.70,1.05,-1.75
-0.09,0.97,-0.06,0.14,0.35,-1.61
-0.07,1.12,-0.06,5.25,-1.47,-3.15
-0.05,0.99,-0.08,0.28,1.05,-0.14
-0.04,0.97,-0.05,-5.53,1.68,-0.35
-0.03,0.98,-0.04,-4.41,1.40,0.28
-0.05,1.00,-0.04,-0.70,0.56,-3.36
-0.08,0.92,-0.04,1.61,-1.19,-2.73
-0.07,1.05,-0.01,1.75,0.21,-2.31
-0.08,1.00,-0.07,1.89,-0.14,-1.54
-0.08,0.95,-0.04,-1.19,1.12,-0.42
-0.03,1.06,-0.04,-0.28,0.98,-0.56
-0.04,1.06,-0.04,1.12,0.49,-2.87
-0.08,0.76,-0.05,0.63,-0.63,-1.82
-0.07,1.01,-0.03,0.35,0.63,-0.42
-0.02,1.14,-0.03,1.75,0.77,-2.03
-0.06,0.90,-0.06,-2.03,0.70,-0.91
-0.06,0.97,-0.03,-2.66,1.26,0.42
-0.02,1.12,-0.04,0.91,0.42,-2.52
-0.07,1.02,-0.06,3.50,-0.98,-3.71
-0.09,1.11,-0.04,3.50,-0.84,-1.33
-0.04,1.11,-0.06,2.59,1.05,-0.21
-0.05,0.94,-0.07,-3.92,1.75,0.00
-0.03,0.95,-0.04,-3.99,1.89,0.42
-0.02,1.08,-0.04,-1.40,0.98,-3.08
-0.08,0.93,-0.03,2.10,-1.19,-3.22
-0.07,0.98,-0.02,2.38,-0.21,-0.98
-0.04,1.17,-0.05,4.55,0.63,-2.03
-0.08,0.98,-0.09,3.99,-0.56,-1.82
-0.06,0.97,-0.05,0.21,0.56,-0.42
-0.01,1.06,-0.06,-2.31,2.59,-0.28
-0.03,0.95,-0.05,-2.24,-0.28,-2.03
-0.03,1.00,-0.02,-2.10,1.54,-0.56
-0.02,1.15,-0.05,3.64,0.42,-3.43
-0.09,0.88,-0.08,7.28,-0.98,-3.29
-0.08,0.97,-0.08,6.72,-1.12,-1.40
-0.01,1.14,-0.11,4.27,1.96,-0.91
-0.02,1.03,-0.13,-0.28,0.70,-1.26
-0.06,0.98,-0.07,-2.59,0.77,-0.14
0.00,1.12,-0.08,-0.28,-0.14,-2.10
-0.04,0.97,-0.06,-2.31,0.70,-1.96
-0.05,1.00,-0.05,0.00,0.56,-0.91
-0.01,1.10,-0.09,5.32,0.49,-3.08
-0.04,0.92,-0.12,4.83,0.00,-2.59
-0.03,0.98,-0.12,4.69,0.00,-2.17
0.01,1.16,-0.15,7.91,-0.42,-2.94
-0.03,0.93,-0.16,1.68,0.42,-1.96
-0.02,0.90,-0.13,0.00,0.56,0.35
0.03,1.12,-0.15,1.68,1.19,-2.10
-0.02,0.96,-0.16,2.66,-1.47,-2.38
0.00,0.96,-0.11,-0.63,1.40,-0.42
0.02,1.13,-0.15,2.66,0.56,-1.47
-0.01,0.87,-0.15,-0.14,0.91,-0.98
-0.02,0.91,-0.14,2.38,0.35,-0.84
0.00,1.10,-0.16,5.88,-0.07,-3.01
-0.02,1.01,-0.16,1.68,-1.47,-2.38
-0.03,0.97,-0.12,-3.85,1.68,-1.05
-0.04,0.98,-0.14,0.84,0.70,-1.05
-0.06,0.99,-0.13,-0.91,-0.49,-0.14
0.02,1.04,-0.07,-2.17,2.59,0.91
0.01,1.05,-0.09,0.56,1.68,-1.68
-0.05,0.83,-0.11,2.66,0.14,-1.82
-0.02,1.02,-0.10,6.30,0.35,-2.59
0.00,1.13,-0.16,8.68,-0.70,-3.99
-0.04,0.91,-0.15,0.91,0.49,-2.87
-0.05,0.92,-0.12,-0.91,0.77,0.21
-0.03,1.04,-0.13,-1.61,0.63,-2.17
-0.05,0.88,-0.10,-2.31,0.70,-0.35
-0.01,1.05,-0.08,-0.07,1.47,-2.03
0.00,1.03,-0.13,4.90,-0.21,-3.29
-0.07,0.83,-0.12,1.89,-0.14,-1.68
-0.02,0.92,-0.11,1.89,0.70,0.49
0.02,1.13,-0.12,1.05,1.19,-1.82
-0.02,0.96,-0.11,1.19,-0.70,-1.68
-0.06,0.99,-0.12,3.99,-0.49,-3.71
-0.08,0.96,-0.11,0.84,0.14,-0.42
-0.02,0.90,-0.08,-4.83,3.15,1.96
0.07,1.10,-0.09,-4.90,2.59,1.26
0.06,1.13,-0.12,1.89,1.47,-3.08
-0.06,0.90,-0.13,11.20,-3.78,-7.14
-0.09,0.96,-0.15,15.05,-3.22,-4.90
-0.05,1.00,-0.18,-0.70,1.82,0.56
0.00,1.03,-0.10,-12.25,3.22,3.64
0.05,1.06,-0.10,-9.73,3.43,0.49
-0.04,0.94,-0.09,0.56,-1.54,-4.97
-0.08,0.84,-0.06,7.00,-1.89,-1.75
-0.02,1.11,-0.07,6.30,0.77,-1.96
-0.01,0.99,-0.11,-17.78,1.89,-0.56
0.00,0.98,-0.09,-3.57,1.89,-0.56
0.01,1.08,-0.11,7.42,-0.49,-4.83
-0.05,0.97,-0.14,8.96,-2.17,-5.11
-0.07,0.89,-0.13,6.72,-1.33,-1.61
0.00,1.07,-0.14,-4.27,2.24,0.98
-0.02,0.94,-0.09,-9.10,1.33,0.35
-0.06,0.95,-0.07,-7.70,1.05,0.21
-0.05,1.08,-0.06,3.36,0.35,-3.01
-0.07,0.93,-0.09,10.08,-0.98,-4.34
-0.07,0.95,-0.10,8.47,-0.63,-1.12
0.00,1.07,-0.11,-0.77,2.59,-0.07
0.00,0.96,-0.12,-2.80,1.33,-1.12
-0.03,1.01,-0.09,0.00,0.14,-0.42
0.01,1.14,-0.12,3.64,0.28,-3.15
-0.05,0.92,-0.13,-1.75,-0.21,-2.45
-0.07,0.90,-0.08,-4.76,0.77,0.63
-0.02,1.11,-0.06,-1.47,0.14,-2.03
-0.05,1.00,-0.07,-0.63,0.35,-2.38
-0.08,0.90,-0.05,1.89,0.14,-0.14
-0.01,1.09,-0.09,5.88,1.89,-1.61
-0.03,0.97,-0.13,2.24,0.07,-2.31
-0.04,0.90,-0.11,2.03,0.00,-0.49
0.01,1.17,-0.13,2.94,0.00,-4.06
-0.06,0.97,-0.13,1.19,-0.91,-2.94
-0.08,0.96,-0.10,-2.03,0.07,0.21
0.00,1.10,-0.09,-1.26,1.89,-0.84
-0.01,0.94,-0.08,-1.61,0.63,0.14
-0.02,0.92,-0.07,-3.78,2.24,1.12
0.01,1.10,-0.08,2.52,0.00,-3.78
-0.09,0.87,-0.08,5.74,-1.33,-4.27
-0.09,0.99,-0.09,8.54,-1.19,-1.61
-0.01,1.22,-0.25,3.36,2.73,-1.26
-0.04,0.91,-0.14,0.42,0.00,-2.66
-0.05,0.96,-0.10,-2.59,1.33,1.82
0.00,1.15,-0.12,2.10,0.63,-2.03
-0.04,1.02,-0.10,-0.98,-0.21,-2.38
-0.05,1.03,-0.06,-4.41,0.70,2.52
0.03,1.23,-0.07,-2.10,2.45,-0.28
-0.05,1.01,-0.08,-0.21,-0.07,-3.99
-0.10,0.93,-0.09,6.09,-1.40,0.91
0.01,1.23,-0.08,9.94,1.82,-1.82
-0.03,1.12,-0.17,1.40,-0.91,-1.96
-0.01,0.85,-0.06,-11.69,3.71,3.57
-0.02,1.14,-0.11,-2.59,0.07,-2.17
-0.12,1.09,-0.11,9.03,-3.64,-4.97
-0.12,0.92,-0.08,14.07,-4.20,-1.61
-0.01,1.05,-0.07,-6.65,5.60,5.60
0.06,0.88,-0.09,-18.48,9.38,7.91
0.03,0.94,-0.10,-12.32,11.97,2.45
0.00,1.11,-0.02,-5.81,2.03,-1.96
-0.06,1.03,-0.06,18.27,-5.88,-7.49
-0.07,0.92,-0.05,17.08,-2.59,-1.75
0.00,1.01,-0.11,0.35,3.78,0.91
0.00,1.04,-0.13,-2.73,1.89,-0.35
-0.04,0.94,-0.09,1.47,-0.42,0.49
0.00,0.95,-0.07,0.49,1.96,0.98
0.00,0.95,-0.08,-0.98,1.33,-0.49
-0.07,0.88,-0.10,-0.63,-1.40,-0.07
-0.02,1.15,-0.04,3.08,-0.28,-1.40
0.00,1.07,-0.09,4.76,0.07,-0.63
-0.06,0.85,-0.10,0.91,1.33,1.68
0.02,0.99,-0.08,1.12,1.33,0.84
0.03,1.07,-0.10,1.40,-0.42,-1.54
-0.04,0.84,-0.07,-3.22,-0.42,1.54
0.00,1.02,-0.04,-1.54,1.12,-0.21
-0.04,0.95,-0.10,5.39,-1.05,-2.52
-0.05,0.88,-0.08,5.95,0.56,-1.05
0.00,1.12,-0.10,8.33,-1.12,-2.03
0.00,0.99,-0.13,1.54,1.75,0.00
-0.04,0.94,-0.11,2.59,-1.33,-2.24
-0.02,1.10,-0.12,5.25,-0.56,-1.40
-0.02,0.95,-0.15,5.67,-0.07,-0.98
-0.04,0.86,-0.11,-2.80,0.84,2.17
0.05,1.00,-0.08,-8.96,3.15,3.29
0.07,1.07,-0.07,-7.14,1.82,-3.22
-0.07,0.91,-0.06,4.97,-3.08,-3.64
-0.07,0.97,-0.07,12.88,-2.17,-2.87
0.00,1.05,-0.12,11.90,-0.84,-1.75
0.01,0.92,-0.12,-1.19,2.10,1.47
0.06,1.00,-0.10,-4.13,1.75,1.54
-0.01,1.09,-0.12,2.87,-1.54,-4.34
-0.07,0.84,-0.10,7.84,-3.29,-3.78
-0.02,1.02,-0.10,7.14,-0.70,-0.70
0.00,1.10,-0.17,1.19,0.91,0.21
0.00,0.85,-0.10,-7.56,0.84,0.77
0.06,1.01,-0.06,-6.86,1.68,0.49
0.02,1.11,-0.10,4.90,-1.26,-4.69
-0.08,0.85,-0.10,12.04,-4.13,-5.18
-0.06,0.99,-0.08,10.50,-2.38,-2.17
0.01,1.09,-0.14,-0.84,1.33,-0.35
-0.02,0.89,-0.09,-7.28,1.68,-0.35
-0.04,0.92,-0.10,-0.70,0.14,-1.68
-0.04,1.21,-0.09,7.70,-3.57,-7.42
-0.10,0.76,-0.12,5.74,-2.24,-4.06
-0.09,0.78,-0.11,0.35,-1.12,1.12
0.03,1.10,-0.09,-3.15,2.38,2.24
0.09,1.24,-0.07,-7.35,2.66,0.70
0.04,0.95,-0.07,-3.36,1.61,-2.45
-0.06,0.75,-0.12,3.99,-2.24,-9.87
-0.16,0.86,-0.10,14.77,-8.47,-7.00
-0.07,1.17,-0.11,8.89,-0.42,-0.98
-0.06,1.04,-0.15,-0.07,-0.63,-2.45
-0.10,0.71,-0.10,-8.26,2.24,3.43
0.02,0.93,-0.06,-12.88,4.55,4.69
0.09,1.25,-0.04,-6.02,1.75,-1.82
-0.09,0.89,-0.09,6.30,-5.95,-9.73
-0.15,0.83,-0.03,13.30,-3.85,-7.14
-0.06,1.05,-0.09,7.63,-0.14,-1.12
-0.08,1.15,-0.09,-3.92,0.91,1.75
0.01,1.01,-0.04,-9.94,3.01,2.17
