Accel_x,Accel_y,Accel_z,Gyr_x,Gyr_y,Gyr_z
0.23,-0.10,0.99,1.61,2.17,-2.66
0.20,-0.10,0.99,0.77,3.78,-3.22
0.21,-0.11,0.98,-0.63,1.68,-3.64
0.27,-0.09,0.98,4.76,0.28,-0.98
0.22,-0.07,0.99,-1.26,3.50,0.63
0.19,-0.11,0.98,-2.59,-2.80,-0.56
0.23,-0.14,1.01,1.33,-1.54,-1.54
0.23,-0.11,1.00,5.88,1.89,-1.61
0.22,-0.06,0.96,4.90,3.99,-1.12
0.20,-0.07,0.96,-3.50,1.61,-0.98
0.22,-0.14,0.98,-1.40,-0.98,-1.75
0.23,-0.13,1.03,7.00,3.64,-2.10
0.20,-0.08,1.02,4.48,2.94,-1.75
0.19,-0.06,1.00,-0.49,-0.63,-1.47
0.21,-0.08,0.99,-2.38,-2.17,-1.68
0.23,-0.08,0.98,1.19,0.49,-1.33
0.22,-0.06,0.99,3.85,2.66,-1.19
0.20,-0.04,0.98,2.10,1.68,-1.54
0.20,-0.06,0.99,-1.19,0.49,-1.33
0.21,-0.09,1.01,-1.61,1.33,-1.68
0.20,-0.10,0.99,0.35,-0.35,-1.68
0.20,-0.10,0.98,2.38,-2.31,-1.54
0.21,-0.09,0.98,3.36,-2.03,-1.40
0.22,-0.09,0.97,2.87,-1.54,-1.12
0.22,-0.09,0.99,0.98,-0.42,-0.77
0.22,-0.10,1.00,-1.33,0.07,-0.70
0.22,-0.10,1.01,-3.36,0.14,-1.54
0.23,-0.11,1.01,-3.50,-0.77,-2.10
0.23,-0.12,1.00,-1.33,-0.98,-2.38
0.24,-0.11,0.98,1.33,0.28,-2.66
0.23,-0.10,0.97,3.08,1.19,-2.80
0.22,-0.09,0.97,3.43,0.56,-2.24
0.22,-0.09,0.98,3.01,0.49,-2.24
0.21,-0.09,0.98,1.96,-0.21,-1.61
0.21,-0.10,0.99,0.28,-0.49,-1.68
0.21,-0.10,0.99,0.42,-1.12,-1.26
0.21,-0.11,0.99,0.98,-1.75,-0.91
0.21,-0.11,0.99,1.75,-1.61,-0.98
0.22,-0.10,0.99,1.89,-1.40,-0.91
0.22,-0.10,0.98,1.40,-0.77,-0.98
0.22,-0.10,0.98,1.68,-0.91,-1.05
0.22,-0.10,0.99,2.17,-1.19,-1.26
0.22,-0.10,1.00,3.01,-2.03,-1.54
0.22,-0.09,1.00,2.59,-1.75,-1.89
0.22,-0.09,0.99,1.47,-2.17,-2.10
0.23,-0.09,0.99,1.89,-1.40,-2.03
0.23,-0.08,0.99,1.33,-0.07,-1.96
0.22,-0.08,0.99,0.84,-0.98,-1.75
0.22,-0.08,0.99,0.35,-1.40,-2.03
0.22,-0.09,0.99,0.70,-1.19,-1.96
0.23,-0.09,0.99,1.26,-1.54,-1.75
0.23,-0.08,0.98,1.40,-0.84,-1.75
0.23,-0.08,0.98,0.70,-1.40,-1.40
0.22,-0.09,0.98,0.49,-0.91,-1.54
0.22,-0.09,0.98,0.56,-0.49,-1.05
0.22,-0.10,0.99,0.49,-1.26,-1.33
0.22,-0.10,0.99,0.56,-1.19,-1.47
0.23,-0.10,0.99,1.12,-1.05,-1.26
0.23,-0.10,0.99,1.26,-1.05,-0.98
0.23,-0.10,0.99,0.84,-0.63,-1.61
0.23,-0.10,0.99,0.70,-0.98,-1.61
0.23,-0.10,0.99,0.77,-0.42,-1.82
0.23,-0.10,0.99,0.84,-0.84,-1.89
0.23,-0.10,0.99,1.19,-0.49,-1.82
0.22,-0.10,0.98,1.19,-0.21,-1.68
0.22,-0.10,0.99,1.33,-0.49,-1.82
0.22,-0.09,0.98,1.47,-1.26,-1.82
0.22,-0.10,0.98,1.61,-0.98,-1.54
0.22,-0.10,0.98,1.68,-1.40,-1.33
0.22,-0.09,0.98,1.54,-0.98,-1.61
0.23,-0.09,0.98,1.47,-1.89,-1.12
0.23,-0.09,0.98,1.33,-1.61,-1.68
0.23,-0.09,0.98,1.26,-0.98,-2.10
0.24,-0.09,0.99,1.33,-0.98,-1.82
0.24,-0.09,0.98,1.61,-0.28,-2.10
0.24,-0.09,0.99,1.89,-0.91,-2.10
0.24,-0.09,0.99,1.82,-0.70,-1.96
0.24,-0.08,0.99,1.40,-0.28,-2.31
0.25,-0.08,0.99,1.19,-0.07,-2.24
0.25,-0.08,0.99,0.84,0.21,-1.89
0.25,-0.08,0.99,0.77,0.70,-2.03
0.24,-0.09,0.99,0.70,0.56,-1.96
0.24,-0.09,0.98,0.77,0.70,-1.89
0.24,-0.09,0.98,0.77,1.12,-1.33
0.23,-0.10,0.98,0.63,0.91,-1.40
0.23,-0.10,0.98,0.70,1.19,-0.84
0.23,-0.11,0.98,0.98,1.05,-0.84
0.23,-0.11,0.98,0.84,1.26,-1.12
0.23,-0.11,0.98,0.91,0.63,-0.98
0.23,-0.11,0.98,1.05,0.77,-1.26
0.23,-0.11,0.98,1.19,1.05,-1.33
0.23,-0.11,0.99,1.40,0.63,-1.19
0.22,-0.11,0.99,1.96,1.26,-1.47
0.22,-0.10,0.99,2.45,1.05,-1.68
0.22,-0.10,0.99,2.59,0.84,-1.89
0.22,-0.09,0.99,2.45,0.77,-1.96
0.21,-0.09,0.99,2.31,0.56,-1.54
0.21,-0.09,0.99,2.03,0.14,-1.75
0.21,-0.08,0.99,2.03,0.21,-1.82
0.21,-0.08,0.99,2.03,-0.35,-1.26
0.21,-0.09,0.99,1.75,-0.63,-1.54
0.21,-0.08,0.99,1.75,-0.84,-1.54
0.21,-0.08,0.99,1.61,-1.26,-1.47
0.22,-0.09,0.99,1.47,-0.77,-1.54
0.22,-0.08,0.99,1.47,-0.98,-1.54
0.23,-0.08,0.99,1.26,-0.91,-1.47
0.22,-0.08,0.99,1.19,-1.33,-1.40
0.23,-0.09,0.99,1.26,-1.05,-1.47
0.23,-0.09,0.99,1.19,-0.98,-1.47
0.23,-0.09,0.99,1.12,-0.91,-1.89
0.22,-0.09,1.00,1.05,-0.98,-1.75
0.22,-0.09,0.99,0.98,-0.42,-2.03
0.22,-0.09,0.99,0.77,-0.77,-2.03
0.22,-0.09,0.99,0.84,-0.91,-1.89
0.22,-0.10,0.99,0.70,-0.98,-1.75
0.22,-0.10,0.99,0.84,-1.40,-1.75
0.23,-0.10,0.99,0.63,-1.54,-1.68
0.23,-0.10,0.99,0.63,-1.47,-1.54
0.23,-0.10,0.99,0.56,-1.96,-2.03
0.23,-0.10,0.98,1.05,-1.26,-1.89
0.23,-0.10,0.98,1.19,-1.05,-1.82
0.23,-0.10,0.98,1.19,-1.12,-2.03
0.23,-0.10,0.98,1.26,-0.91,-2.17
0.22,-0.10,0.98,1.33,-1.12,-1.96
0.23,-0.10,0.98,1.40,-1.82,-2.03
0.23,-0.09,0.98,1.47,-1.68,-1.96
0.23,-0.09,0.98,1.33,-1.54,-2.03
0.23,-0.09,0.99,1.26,-1.26,-1.68
0.23,-0.09,0.99,0.98,-1.19,-1.82
0.24,-0.10,0.99,0.91,-1.26,-1.68
0.24,-0.10,0.99,0.91,-1.33,-1.82
0.24,-0.09,0.99,1.12,-0.91,-1.89
0.24,-0.10,0.98,0.98,-1.40,-1.68
0.24,-0.10,0.98,1.19,-0.77,-1.89
0.25,-0.09,0.98,1.26,-0.77,-2.03
0.24,-0.09,0.98,1.19,-0.28,-2.17
0.25,-0.09,0.98,1.19,-0.07,-1.96
0.24,-0.09,0.98,1.12,-0.07,-1.61
0.24,-0.09,0.98,1.26,0.35,-1.68
0.24,-0.09,0.98,1.40,0.49,-1.61
0.24,-0.09,0.98,1.33,0.70,-1.82
0.23,-0.09,0.99,1.26,0.21,-1.54
0.23,-0.09,0.98,1.12,0.28,-1.68
0.23,-0.09,0.98,1.12,-0.14,-1.82
0.24,-0.09,0.98,1.26,-0.07,-1.89
0.24,-0.10,0.98,1.33,-0.42,-1.75
0.24,-0.10,0.98,1.40,-0.42,-1.89
0.23,-0.10,0.98,1.26,0.14,-1.68
0.23,-0.10,0.98,1.33,0.07,-1.96
0.23,-0.10,0.98,1.12,-0.14,-1.75
0.23,-0.10,0.98,1.19,0.35,-1.61
0.23,-0.10,0.98,1.33,0.63,-1.96
0.24,-0.10,0.98,1.47,0.35,-2.03
0.23,-0.10,0.98,1.54,0.56,-1.68
0.23,-0.09,0.98,1.54,-0.42,-1.33
0.23,-0.09,0.98,1.61,0.00,-2.10
0.24,-0.09,0.98,1.54,0.56,-1.82
0.24,-0.09,0.99,1.47,0.00,-1.75
0.23,-0.09,0.99,1.61,0.56,-1.82
0.23,-0.09,0.99,1.89,0.56,-1.68
0.23,-0.09,0.98,1.75,0.42,-1.96
0.23,-0.08,0.99,1.47,0.77,-1.75
0.23,-0.09,0.98,1.26,0.63,-1.40
0.23,-0.08,0.99,1.19,0.84,-1.47
0.23,-0.09,0.99,1.40,0.84,-1.19
0.23,-0.09,0.99,1.47,0.56,-1.61
0.23,-0.09,0.99,1.26,0.42,-1.33
0.23,-0.09,0.99,0.98,0.35,-1.54
0.23,-0.09,0.99,0.84,0.00,-1.26
0.23,-0.09,0.99,0.84,0.14,-1.54
0.23,-0.10,0.99,0.98,17.64,-1.33
0.23,-0.10,0.99,1.05,0.00,-1.47
0.23,-0.10,0.99,1.19,0.28,-1.54
0.23,-0.10,0.99,1.12,0.14,-2.10
0.22,-0.09,0.99,1.19,-0.14,-1.61
0.22,-0.10,0.98,1.12,0.21,-1.82
0.23,-0.09,0.99,1.26,-0.63,-1.61
0.22,-0.09,0.99,1.33,-0.07,-1.54
0.22,-0.09,0.99,1.26,-0.07,-1.96
0.22,-0.10,0.98,1.05,-0.42,-1.54
0.23,-0.10,0.98,0.84,-0.35,-1.33
0.23,-0.10,0.98,0.84,-0.91,-1.68
0.23,-0.10,0.98,0.91,-0.42,-1.68
0.23,-0.10,0.99,1.19,-1.05,-1.26
0.24,-0.10,0.98,1.26,-0.07,-1.40
0.23,-0.09,0.99,1.40,-0.42,-1.33
0.23,-0.09,0.98,1.12,-0.07,-1.75
0.23,-0.09,0.98,1.05,-0.63,-1.47
0.23,-0.09,0.98,0.98,0.00,-1.40
0.23,-0.09,0.98,1.19,-0.84,-1.12
0.23,-0.09,0.99,1.40,-0.21,-1.54
0.23,-0.09,0.99,1.40,0.07,-1.61
0.23,-0.09,0.99,1.26,-0.21,-1.54
0.23,-0.09,0.99,1.05,0.07,-1.47
0.23,-0.09,0.99,0.91,-0.28,-1.68
0.23,-0.09,0.99,0.91,-0.21,-1.47
0.23,-0.09,0.98,1.05,0.14,-1.54
0.23,-0.09,0.98,1.05,-0.14,-1.33
0.23,-0.09,0.98,0.98,0.07,-1.47
0.23,-0.09,0.98,0.98,0.07,-1.26
0.23,-0.09,0.99,0.77,0.49,-1.61
0.23,-0.09,0.99,0.91,-0.14,-1.47
0.23,-0.09,0.99,0.63,0.35,-1.75
0.23,-0.09,0.98,0.70,0.21,-1.61
0.23,-0.09,0.98,0.70,-0.07,-1.68
0.23,-0.10,0.99,1.05,0.14,-1.33
0.23,-0.10,0.99,1.26,-0.35,-1.26
0.23,-0.10,0.99,1.19,-0.42,-1.26
0.22,-0.10,0.99,1.12,0.00,-1.33
0.23,-0.10,0.99,1.12,-0.14,-1.19
0.22,-0.10,0.99,0.84,-0.42,-1.61
0.23,-0.10,0.98,0.84,-0.14,-1.68
0.23,-0.09,0.98,1.05,-0.56,-1.40
0.23,-0.10,0.98,1.33,-0.28,-1.19
0.23,-0.10,0.98,1.26,-0.14,-1.54
0.23,-0.10,0.98,1.12,-0.14,-1.68
0.24,-0.10,0.98,1.19,0.00,-1.61
0.24,-0.09,0.99,1.05,-0.21,-1.54
0.24,-0.09,0.98,1.05,0.07,-1.89
0.24,-0.09,0.98,1.12,0.28,-1.89
0.24,-0.09,0.98,1.12,0.14,-2.03
0.24,-0.09,0.98,0.98,-0.42,-1.40
0.24,-0.09,0.98,1.05,0.28,-1.33
0.24,-0.09,0.98,1.05,0.21,-1.54
0.24,-0.09,0.98,1.40,0.42,-1.33
0.23,-0.09,0.99,1.40,0.91,-1.33
0.24,-0.09,0.99,1.26,0.98,-1.40
0.24,-0.09,0.99,0.84,0.84,-1.61
0.23,-0.09,0.99,0.70,0.77,-1.61
0.23,-0.10,0.99,0.98,1.05,-1.26
0.23,-0.10,0.98,1.12,0.98,-1.47
0.23,-0.09,0.98,1.26,0.84,-1.54
0.23,-0.10,0.98,1.19,0.56,-1.47
0.23,-0.10,0.99,1.26,0.91,-1.19
0.22,-0.09,0.98,1.26,0.63,-1.54
0.22,-0.09,0.99,1.05,0.70,-1.40
0.22,-0.10,0.99,1.12,0.56,-1.68
0.23,-0.10,0.99,1.19,0.28,-1.54
0.22,-0.09,0.99,1.26,0.77,-1.33
0.22,-0.10,0.99,1.33,0.28,-1.12
0.22,-0.09,0.99,1.26,0.14,-1.26
0.22,-0.10,0.99,1.26,0.07,-1.40
0.22,-0.09,0.99,1.19,0.07,-1.26
0.22,-0.09,0.99,1.12,0.07,-1.54
0.22,-0.09,0.99,1.12,-0.07,-1.75
0.22,-0.09,0.99,0.98,-0.21,-1.54
0.22,-0.09,0.98,0.98,0.00,-1.26
0.22,-0.09,0.99,1.19,0.28,-1.40
0.22,-0.09,0.99,1.12,0.07,-1.54
0.22,-0.09,0.99,1.19,-0.07,-1.75
0.22,-0.09,0.99,1.12,0.21,-1.26
0.22,-0.09,0.99,1.12,0.07,-1.26
0.22,-0.09,0.99,1.19,0.00,-1.47
0.22,-0.10,0.99,1.12,-0.42,-1.54
0.22,-0.09,0.99,1.19,-0.14,-1.54
0.22,-0.09,0.99,1.05,-0.91,-1.26
0.22,-0.10,0.99,0.91,-0.14,-1.54
0.23,-0.10,0.99,0.98,-0.14,-1.40
0.22,-0.10,0.99,0.98,0.14,-1.75
0.22,-0.09,0.99,1.26,-0.35,-1.54
0.23,-0.09,0.99,1.19,-0.70,-1.61
0.22,-0.09,0.99,0.98,-0.56,-1.89
0.22,-0.09,0.99,1.12,-0.28,-1.68
0.22,-0.09,0.99,0.91,-0.42,-1.82
0.22,-0.09,0.99,0.91,-0.70,-1.82
0.22,-0.09,0.99,0.70,-1.54,-1.33
0.23,-0.09,0.99,0.77,-0.42,-1.96
0.23,-0.10,0.98,1.05,-0.84,-1.75
0.23,-0.09,0.99,1.12,-0.91,-1.19
0.23,-0.09,0.99,1.05,-1.19,-1.47
0.23,-0.09,0.99,0.91,-0.84,-1.75
0.23,-0.10,0.99,0.77,-0.56,-1.75
0.23,-0.10,0.98,0.84,-0.77,-1.47
0.23,-0.10,0.99,0.91,-0.77,-1.89
0.23,-0.10,0.99,1.12,-0.91,-1.47
0.23,-0.10,0.98,0.98,-1.12,-1.96
0.23,-0.10,0.99,0.98,-1.68,-1.61
0.23,-0.10,0.99,1.05,-1.26,-1.75
0.23,-0.09,0.99,1.05,-1.19,-1.82
0.23,-0.09,0.99,1.12,-1.05,-1.61
0.23,-0.09,0.99,1.05,-0.49,-1.68
0.23,-0.09,0.98,1.12,-1.12,-1.89
0.23,-0.09,0.99,0.91,-0.91,-1.61
0.23,-0.09,0.98,1.12,-0.98,-1.40
0.23,-0.09,0.98,0.98,-0.77,-1.61
0.23,-0.10,0.98,1.12,-0.70,-1.54
0.23,-0.09,0.98,1.26,-0.91,-1.68
0.23,-0.09,0.99,1.05,-0.98,-1.54
0.23,-0.09,0.98,0.91,-0.56,-1.54
0.23,-0.09,0.98,0.84,-0.91,-1.61
0.23,-0.10,0.98,0.84,-0.77,-1.33
0.24,-0.10,0.98,0.98,-0.70,-1.33
0.24,-0.09,0.98,0.98,-0.49,-1.54
0.24,-0.10,0.98,0.91,-0.56,-1.47
0.24,-0.10,0.98,1.05,-0.14,-1.82
0.24,-0.10,0.98,1.12,-0.14,-1.82
0.24,-0.10,0.98,1.12,0.07,-1.89
0.24,-0.10,0.98,1.47,-0.91,-1.40
0.24,-0.09,0.98,1.33,-0.07,-1.82
0.23,-0.09,0.98,1.26,0.07,-1.89
0.23,-0.10,0.98,1.19,-0.35,-1.54
0.23,-0.10,0.98,1.12,-0.14,-1.68
0.23,-0.10,0.99,1.05,-0.28,-1.68
0.23,-0.10,0.99,1.05,-0.14,-1.68
0.23,-0.10,0.98,0.98,-0.35,-1.61
0.24,-0.10,0.98,1.19,-0.49,-1.40
0.24,-0.10,0.98,1.33,0.07,-1.68
0.24,-0.10,0.98,1.26,0.21,-1.47
0.24,-0.10,0.98,1.26,0.35,-1.54
0.24,-0.10,0.98,1.12,0.28,-1.40
0.23,-0.10,0.98,1.12,0.28,-1.61
0.23,-0.10,0.98,1.12,0.28,-1.61
0.23,-0.10,0.98,1.33,0.21,-1.61
0.23,-0.10,0.99,1.19,0.56,-1.61
0.23,-0.09,0.99,1.26,-0.07,-1.68
0.23,-0.09,0.99,1.26,0.14,-1.47
0.23,-0.09,0.98,1.26,0.49,-1.82
0.23,-0.10,0.99,1.19,0.07,-1.68
0.23,-0.10,0.99,1.26,0.07,-1.19
0.23,-0.09,0.98,1.40,-0.07,-1.40
0.23,-0.09,0.98,1.40,0.21,-1.68
0.23,-0.09,0.99,1.33,0.07,-1.47
0.23,-0.09,0.99,1.33,0.21,-1.61
0.23,-0.09,0.99,1.26,0.14,-1.68
0.23,-0.09,0.99,1.33,0.21,-1.54
0.23,-0.09,0.99,1.26,0.28,-1.33
0.23,-0.09,0.99,1.61,-0.35,-1.47
0.23,-0.09,0.99,0.91,0.56,-1.75
0.23,-0.10,0.98,0.98,0.07,-1.82
0.23,-0.10,0.98,0.98,-0.07,-1.68
0.23,-0.10,0.99,1.05,-0.28,-1.61
0.23,-0.10,0.98,1.05,-0.21,-1.40
0.23,-0.10,0.98,1.40,-0.63,-1.54
0.23,-0.10,0.98,1.47,-0.21,-1.26
0.23,-0.10,0.98,1.40,-0.49,-1.26
0.23,-0.10,0.98,1.40,-0.98,-1.33
0.23,-0.10,0.98,1.26,-0.21,-1.61
0.23,-0.10,0.98,1.33,-0.49,-1.33
0.23,-0.10,0.99,1.19,-0.14,-1.68
0.23,-0.10,0.99,1.40,-0.28,-1.54
0.23,-0.10,0.99,1.40,-0.63,-1.47
0.23,-0.10,0.99,1.33,-0.35,-1.68
0.23,-0.10,0.99,1.54,-0.63,-1.05
0.23,-0.10,0.99,1.54,-0.28,-1.40
0.23,-0.10,0.99,1.68,0.00,-1.68
0.23,-0.10,0.98,1.82,-0.28,-1.61
0.23,-0.09,0.99,1.82,0.00,-1.61
0.23,-0.09,0.99,1.89,0.07,-1.40
0.23,-0.09,0.99,1.82,-0.35,-1.54
0.23,-0.08,0.98,1.47,-0.14,-1.75
0.23,-0.08,0.98,1.40,0.14,-1.61
0.23,-0.09,0.98,1.26,0.14,-1.61
0.23,-0.09,0.99,1.47,-0.42,-1.61
0.23,-0.09,0.99,1.54,-0.28,-1.68
0.24,-0.09,0.99,1.54,-0.14,-1.82
0.24,-0.09,0.99,1.54,0.35,-1.68
0.23,-0.10,0.99,1.40,-0.07,-1.68
0.24,-0.09,0.99,1.12,0.00,-1.75
0.23,-0.09,0.99,0.98,0.07,-2.03
0.24,-0.09,0.99,1.12,-0.07,-1.75
0.24,-0.09,0.98,1.26,0.21,-1.47
0.23,-0.09,0.98,1.19,0.07,-1.40
0.23,-0.09,0.98,1.12,-17.43,-1.05
0.23,-0.10,0.98,0.84,-0.07,-1.40
0.23,-0.10,0.98,0.70,0.42,-1.47
0.23,-0.10,0.98,1.05,-0.21,-1.47
0.23,-0.10,0.98,1.12,0.49,-2.03
0.24,-0.10,0.98,1.40,-0.14,-1.89
0.24,-0.10,0.98,1.40,-0.14,-1.68
0.24,-0.10,0.99,1.33,-17.85,-1.75
0.24,-0.10,0.99,1.12,0.28,-1.82
0.24,-0.09,0.98,1.40,0.21,-1.54
0.24,-0.09,0.98,1.40,0.98,-1.61
0.24,-0.09,0.98,1.54,0.84,-1.33
0.23,-0.09,0.98,2.03,1.33,-1.82
0.23,-0.09,0.98,2.03,1.05,-1.47
0.23,-0.09,0.98,1.68,0.77,-1.40
0.23,-0.09,0.99,1.19,0.70,-1.54
0.23,-0.10,0.99,0.49,1.26,-1.54
0.22,-0.10,0.99,0.49,1.19,-1.75
0.22,-0.10,0.99,0.70,1.05,-1.68
0.22,-0.10,0.98,1.19,1.47,-1.68
0.23,-0.10,0.98,1.89,0.70,-1.61
0.23,-0.10,0.98,2.31,0.70,-1.68
0.23,-0.09,0.99,2.66,0.28,-2.03
0.23,-0.09,0.98,2.03,0.49,-1.96
0.24,-0.08,0.99,1.82,0.21,-1.82
0.24,-0.08,0.99,1.47,0.70,-1.96
0.24,-0.08,0.99,1.26,0.91,-1.82
0.24,-0.08,0.99,1.05,1.33,-1.82
0.24,-0.08,0.98,1.05,1.40,-1.61
0.23,-0.09,0.98,0.70,2.03,-1.89
0.23,-0.10,0.98,0.42,1.47,-1.82
0.23,-0.10,0.99,0.14,1.33,-1.47
0.23,-0.11,0.99,0.21,1.82,-1.68
0.23,-0.11,1.00,0.91,0.98,-1.40
0.23,-0.10,0.99,1.33,1.33,-1.61
0.23,-0.10,0.99,1.54,1.19,-1.54
0.23,-0.10,0.99,1.82,0.91,-1.40
0.22,-0.09,0.98,1.75,1.19,-1.61
0.22,-0.09,0.98,1.40,1.05,-1.47
0.22,-0.09,0.98,1.26,0.77,-1.19
0.22,-0.10,0.98,0.98,0.70,-1.40
0.22,-0.10,0.98,0.56,0.28,-1.47
0.22,-0.10,0.99,0.70,0.42,-1.19
0.22,-0.11,0.99,1.05,0.49,-0.91
0.22,-0.11,0.99,1.82,0.56,-1.33
0.22,-0.10,0.99,2.52,0.35,-0.91
0.21,-0.09,0.99,2.59,-0.07,-1.12
0.21,-0.09,0.99,2.31,-0.28,-1.19
0.21,-0.08,0.99,2.17,-0.28,-1.12
0.22,-0.08,0.99,1.61,0.07,-1.54
0.22,-0.08,0.99,1.40,-0.35,-1.40
0.22,-0.08,0.99,1.26,-0.21,-1.26
0.22,-0.08,0.99,1.12,-0.07,-1.61
0.22,-0.08,0.99,1.19,-0.07,-1.75
0.22,-0.08,0.99,1.26,-0.07,-2.03
0.22,-0.09,0.99,1.33,-0.49,-1.68
0.22,-0.09,0.99,1.19,0.00,-1.75
0.22,-0.08,0.99,1.12,-0.07,-1.61
0.22,-0.09,0.99,1.05,0.00,-1.75
0.22,-0.09,0.99,0.98,-0.35,-1.68
0.22,-0.09,0.99,0.84,-0.56,-1.54
0.22,-0.09,0.99,0.63,-0.42,-1.82
0.22,-0.09,0.99,0.70,0.07,-1.68
0.22,-0.09,0.99,0.49,-0.70,-1.75
0.22,-0.09,0.98,0.63,-0.84,-1.61
0.22,-0.10,0.99,0.70,-1.05,-1.61
0.22,-0.10,0.99,0.84,-0.77,-1.68
0.23,-0.10,0.99,0.91,-0.91,-1.75
0.22,-0.10,0.99,0.98,-0.63,-1.68
0.22,-0.10,0.99,0.91,-0.49,-2.03
0.22,-0.10,0.99,1.12,0.14,-1.82
0.22,-0.10,0.99,1.12,-1.19,-1.61
0.22,-0.09,0.99,1.05,-1.33,-1.82
0.22,-0.09,0.99,1.05,-1.75,-1.68
0.23,-0.09,0.99,0.98,-1.05,-1.96
0.23,-0.09,0.99,0.84,-1.26,-1.89
0.23,-0.09,0.99,0.91,-0.84,-1.89
0.23,-0.09,0.99,1.05,-1.33,-1.68
0.23,-0.09,0.99,1.12,-1.05,-1.82
0.23,-0.09,0.99,0.98,-1.19,-1.54
0.23,-0.09,0.99,0.84,-0.56,-1.89
0.23,-0.09,0.99,0.77,-1.12,-1.82
0.23,-0.09,0.98,0.91,-1.40,-1.61
0.23,-0.09,0.99,0.91,-1.26,-1.61
0.23,-0.10,0.98,1.05,-0.63,-1.75
0.23,-0.10,0.99,1.19,-0.91,-1.26
0.23,-0.10,0.98,1.26,-0.63,-1.40
0.23,-0.10,0.98,1.19,-0.98,-1.33
0.23,-0.10,0.99,1.33,-0.84,-1.54
0.23,-0.10,0.99,1.33,-0.84,-1.75
0.23,-0.09,0.98,1.26,-0.98,-1.89
0.23,-0.09,0.99,1.12,-1.33,-1.54
0.23,-0.09,0.99,1.05,-0.56,-1.75
0.23,-0.09,0.99,1.05,-0.70,-1.75
0.23,-0.09,0.99,1.12,-1.12,-1.19
0.23,-0.09,0.99,1.26,-1.47,-1.47
0.23,-0.09,0.98,1.26,-0.63,-1.89
0.23,-0.09,0.99,1.26,-1.05,-1.40
0.23,-0.09,0.98,1.26,-0.56,-1.68
0.24,-0.09,0.98,1.19,-0.56,-1.61
0.24,-0.09,0.98,1.12,-0.56,-1.61
0.24,-0.09,0.98,1.05,0.00,-1.96
0.24,-0.09,0.98,1.05,-0.42,-1.82
0.23,-0.09,0.98,0.98,-0.84,-1.61
0.24,-0.09,0.98,0.98,-1.05,-1.54
0.24,-0.09,0.98,0.84,-0.84,-1.40
0.23,-0.09,0.98,0.91,-0.21,-1.75
0.24,-0.09,0.99,0.98,-0.28,-1.75
0.23,-0.09,0.99,0.98,-0.63,-1.75
0.24,-0.09,0.98,1.19,-0.21,-1.54
0.23,-0.10,0.98,1.47,-0.49,-1.47
0.23,-0.09,0.98,1.47,-0.07,-1.54
0.23,-0.10,0.98,1.47,-0.14,-1.26
0.23,-0.09,0.98,1.33,-0.21,-1.54
0.24,-0.09,0.98,1.26,0.00,-1.26
0.23,-0.09,0.98,1.19,0.21,-1.33
0.24,-0.10,0.98,1.19,0.07,-1.61
0.23,-0.09,0.98,1.26,0.42,-1.61
0.23,-0.09,0.98,1.05,0.42,-1.68
0.23,-0.09,0.98,1.05,0.49,-1.54
0.23,-0.09,0.98,1.05,0.70,-2.03
0.23,-0.09,0.98,1.12,0.77,-1.89
0.23,-0.10,0.98,1.33,0.28,-1.54
0.24,-0.09,0.98,1.47,0.14,-1.33
0.23,-0.09,0.98,1.47,0.21,-1.61
0.23,-0.09,0.98,1.47,0.70,-1.68
0.23,-0.09,0.99,1.33,0.56,-1.40
0.23,-0.09,0.99,1.05,1.12,-1.47
0.23,-0.09,0.99,1.12,1.05,-1.47
0.23,-0.09,0.99,1.05,0.98,-1.47
0.23,-0.09,0.99,1.05,0.49,-1.33
0.23,-0.09,0.99,1.12,0.84,-1.40
0.23,-0.10,0.98,1.33,0.42,-1.54
0.23,-0.10,0.99,1.54,0.42,-1.75
0.22,-0.09,0.98,1.47,0.28,-1.54
0.22,-0.09,0.99,1.40,0.56,-2.03
0.23,-0.10,0.98,1.33,0.56,-1.75
0.23,-0.10,0.98,1.26,0.56,-1.54
0.23,-0.09,0.99,1.19,-0.07,-1.61
0.23,-0.09,0.98,1.19,0.63,-1.54
0.23,-0.09,0.99,1.19,0.84,-1.75
0.23,-0.09,0.99,1.26,0.49,-1.54
0.23,-0.09,0.99,1.26,0.35,-1.54
0.23,-0.09,0.99,1.33,0.21,-1.40
0.23,-0.09,0.99,1.40,0.70,-1.75
0.23,-0.10,0.99,1.26,0.42,-1.40
0.22,-0.10,0.99,1.26,0.49,-1.40
0.22,-0.10,0.99,1.12,0.98,-1.26
0.23,-0.10,0.98,1.12,0.49,-1.05
0.22,-0.10,0.98,1.12,0.28,-1.47
0.22,-0.10,0.99,1.47,0.70,-1.33
0.23,-0.10,0.99,1.54,0.35,-1.19
0.22,-0.10,0.99,1.54,0.91,-1.75
0.22,-0.09,0.99,1.61,0.70,-1.61
0.22,-0.09,0.99,1.61,0.35,-1.82
0.22,-0.09,0.99,1.61,0.49,-1.89
0.22,-0.09,0.99,1.75,0.21,-1.47
0.22,-0.08,0.99,1.68,0.00,-1.54
0.22,-0.09,0.99,1.47,0.21,-1.68
0.22,-0.09,0.99,1.33,0.00,-1.54
0.22,-0.08,0.99,1.19,0.35,-1.96
0.23,-0.09,0.99,0.84,-0.14,-1.68
0.23,-0.09,0.99,0.84,-0.07,-1.75
