Accel_x,Accel_y,Accel_z,Gyr_x,Gyr_y,Gyr_z
-1.59,0.64,0.92,24.92,83.93,-68.04
-1.21,0.66,0.86,37.17,36.68,-67.76
-0.81,0.53,0.84,49.98,-17.36,-61.04
-0.38,0.47,0.73,62.23,-47.74,-52.29
-0.23,0.54,0.20,69.44,-89.74,-45.08
-0.20,0.77,0.03,60.13,-134.61,-31.99
0.04,0.53,0.06,83.65,-159.25,3.71
0.11,0.62,0.06,141.05,-169.61,44.59
-0.26,0.75,0.11,165.55,-158.34,112.00
-0.51,0.81,0.12,180.81,-137.20,149.03
-0.58,0.86,0.28,141.12,-118.02,178.85
-0.93,0.75,0.11,94.92,-116.69,207.62
-1.20,1.18,0.39,-2.80,-89.46,219.38
-1.24,1.37,0.50,-204.75,-59.50,275.10
-1.61,1.55,0.24,-217.70,-49.91,269.50
-1.95,1.40,-0.13,-284.41,-49.91,180.04
-1.97,0.61,-0.79,-373.52,-70.14,163.31
-1.75,0.26,-0.73,-391.02,-102.06,158.55
-1.41,0.02,-0.24,-336.98,-137.06,154.49
-1.16,0.03,0.45,-255.64,-190.19,142.52
-1.27,-0.20,0.83,-150.15,-201.67,145.67
-1.27,0.41,0.80,-148.75,-178.29,150.85
-1.27,0.80,0.25,-193.83,-144.83,136.36
-1.18,1.15,0.19,-238.07,-129.99,116.97
-1.08,1.00,0.15,-229.95,-134.19,95.27
-1.13,1.32,0.43,-208.74,-114.03,62.86
-1.10,0.92,0.31,-219.80,-102.06,70.84
-0.77,0.97,0.21,-165.20,-86.38,41.72
-0.45,0.47,0.30,-85.68,-68.18,30.24
-0.28,0.04,0.41,-55.16,-49.98,17.01
0.05,-0.08,0.43,-48.51,-9.03,28.28
0.04,0.10,0.19,-45.08,21.63,17.92
0.05,0.04,-0.10,-53.76,48.51,4.55
0.06,-0.11,-0.22,-34.44,77.07,-12.95
0.08,-0.17,-0.37,28.14,86.87,-35.00
0.14,-0.32,-0.58,76.72,88.83,-47.04
0.25,-0.46,-0.73,123.13,91.35,-63.21
0.30,-0.50,-0.84,203.28,95.13,-71.26
0.28,-0.58,-0.70,285.46,94.99,-101.64
0.33,-0.65,-0.55,347.20,94.71,-119.00
0.45,-0.27,-0.18,331.24,80.22,-145.74
0.22,0.11,1.46,20.30,-98.91,-142.31
0.01,-1.07,2.30,89.11,-72.80,-80.99
-1.82,2.29,-0.31,237.79,-25.76,-1.61
-2.83,2.14,1.04,261.52,79.94,49.28
-2.30,3.00,-0.53,244.09,82.32,28.28
-1.78,1.26,0.31,55.65,-68.46,-24.85
0.21,-0.12,1.16,36.47,29.40,-55.44
0.57,-0.51,-0.16,52.08,45.15,-83.16
0.21,-0.35,0.62,80.43,-21.35,-100.87
-0.03,0.51,0.41,99.05,-6.65,-125.37
-0.73,0.83,0.13,97.72,-12.74,-142.24
-0.76,0.98,0.02,74.90,0.56,-146.09
-0.77,1.11,-0.18,47.60,35.98,-152.32
-0.97,0.98,0.14,26.60,39.34,-139.44
-0.94,1.07,0.61,22.82,36.89,-117.60
-1.02,1.07,0.38,3.57,47.88,-109.34
-1.25,1.02,0.17,-49.84,55.86,-73.43
-1.61,1.19,0.22,-32.20,99.26,-62.51
-1.51,1.11,0.14,-30.45,95.48,-43.61
-1.18,0.68,0.08,-31.22,100.73,-39.97
-1.14,0.69,0.09,-3.01,107.03,-40.32
-1.08,0.69,0.06,7.21,108.92,-46.76
-1.07,0.68,0.24,22.54,114.94,-58.73
-0.98,0.63,0.25,14.91,147.63,-54.32
-1.14,0.75,0.13,22.54,171.92,-62.02
-1.24,0.71,0.18,39.20,174.02,-64.82
-1.18,0.90,0.43,18.55,190.68,-53.97
-1.18,0.65,0.37,44.10,176.47,-46.27
-1.20,0.75,0.62,53.20,166.67,-42.00
-1.66,0.68,0.65,41.37,145.74,-75.88
-1.95,0.59,0.80,53.41,101.64,-91.35
-1.42,0.53,0.87,67.97,78.05,-74.48
-1.14,0.61,0.78,72.87,61.60,-61.18
-1.02,0.72,0.74,64.33,30.45,-60.69
-0.73,0.65,0.73,54.11,7.49,-60.41
-0.60,0.63,0.51,39.06,-17.99,-52.08
-0.37,0.66,0.37,24.71,-41.02,-58.87
-0.38,0.52,0.26,22.75,-74.83,-46.34
-0.27,0.60,0.37,15.96,-74.83,-24.50
-0.31,0.61,0.40,32.76,-77.21,18.97
-0.35,0.94,0.49,58.03,-96.60,84.84
-0.42,0.80,0.34,106.75,-128.52,135.73
-0.60,0.90,0.25,149.10,-148.89,133.42
-0.60,0.68,0.21,143.01,-157.64,142.38
-0.73,0.42,0.08,110.04,-154.70,194.88
-1.23,0.80,0.13,72.31,-125.86,209.30
-1.78,1.10,0.27,-32.97,-84.42,214.20
-1.50,1.22,0.41,-181.37,-79.17,263.27
-1.39,1.22,0.12,-265.58,-77.42,226.17
-1.37,1.03,-0.63,-373.66,-52.43,186.55
-1.32,0.43,-0.56,-383.74,-75.46,171.43
-1.45,0.15,0.17,-372.82,-126.14,179.62
-1.42,0.30,0.78,-278.95,-160.58,186.48
-1.51,0.32,0.82,-210.35,-163.66,175.07
-1.42,0.40,0.21,-216.86,-126.35,140.98
-1.22,0.53,-0.09,-211.96,-132.65,126.63
-1.08,0.62,0.24,-220.71,-136.50,124.74
-1.12,1.32,0.47,-226.03,-123.55,107.52
-1.13,1.23,0.54,-238.84,-108.78,97.23
-1.03,0.98,0.38,-210.70,-98.91,78.19
-0.80,0.94,0.25,-155.96,-80.92,53.34
-0.38,0.58,0.34,-95.27,-56.98,49.70
-0.08,0.27,0.38,-48.09,-37.80,25.34
0.14,-0.16,0.29,-39.20,-7.98,19.95
0.05,-0.02,0.11,-79.24,16.80,4.06
-0.06,0.26,0.06,-72.03,60.27,-2.73
-0.09,0.18,-0.05,-40.04,81.13,-3.64
0.04,0.09,-0.24,16.38,95.41,-19.18
0.19,-0.40,-0.53,60.06,104.44,-33.04
0.23,-0.64,-0.74,133.28,103.32,-51.10
0.28,-0.50,-0.86,211.82,97.72,-78.12
0.30,-0.59,-0.75,286.23,96.39,-93.87
0.35,-0.62,-0.58,341.11,94.92,-110.74
0.68,-0.32,-0.06,335.65,71.33,-123.13
0.57,-0.08,1.97,68.67,-96.74,-150.43
-0.86,-0.53,0.74,153.93,-15.26,-116.27
-1.59,1.78,0.33,243.46,-27.79,-45.50
-2.99,2.06,1.93,253.96,70.56,20.23
-2.43,2.75,-0.73,151.20,94.85,21.14
-1.98,1.21,-0.24,85.40,-76.93,-44.31
-0.02,0.08,1.12,52.43,10.01,-78.33
0.16,-0.48,0.28,58.52,4.69,-120.75
0.15,-0.39,0.29,95.48,-20.30,-140.42
-0.09,0.19,0.19,86.24,-20.37,-147.35
-0.46,0.47,0.28,85.68,-37.80,-152.53
-0.57,0.73,0.33,106.82,-11.06,-153.16
-0.77,0.98,-0.09,98.91,9.45,-155.82
-0.88,1.08,-0.10,57.96,13.93,-148.68
-0.98,1.12,0.33,22.61,14.00,-130.90
-0.99,1.29,0.50,-37.38,45.78,-90.30
-1.21,1.53,0.32,-34.44,66.15,-55.02
-1.24,1.45,0.20,-13.72,76.86,-52.85
-1.00,1.14,0.17,-35.21,83.37,-44.38
-0.97,0.88,0.20,-32.62,102.06,-26.46
-0.98,0.86,0.15,-15.19,104.16,-28.28
-1.06,0.82,0.20,6.30,109.27,-37.94
-1.07,0.85,0.30,8.75,120.61,-44.24
-1.04,0.94,0.31,-6.30,146.86,-42.49
-1.14,0.92,0.19,-21.77,172.83,-27.23
-1.31,0.97,0.26,5.67,167.37,-31.71
-1.24,0.93,0.38,7.56,184.31,-29.75
-1.30,0.37,0.38,39.41,161.63,-39.41
-1.28,0.43,0.77,72.73,149.17,-56.35
-1.63,0.51,0.73,57.89,135.03,-63.35
-1.71,0.46,0.64,34.65,110.88,-76.37
-1.52,0.52,0.77,41.02,83.72,-60.90
-1.23,0.45,0.73,52.15,42.28,-51.45
-0.97,0.44,0.68,58.31,24.36,-42.70
-0.79,0.52,0.65,50.61,3.22,-40.25
-0.59,0.45,0.61,54.04,-9.94,-36.75
-0.44,0.45,0.44,59.64,-33.04,-41.58
-0.28,0.59,0.14,38.29,-55.65,-41.51
-0.30,0.56,0.12,25.48,-82.95,-32.34
-0.35,0.51,0.32,22.54,-89.74,-25.13
-0.48,0.39,0.34,26.39,-98.35,15.54
-0.62,0.46,0.39,25.34,-111.02,62.86
-0.66,0.69,0.46,23.80,-111.37,86.73
-0.80,0.41,0.24,45.08,-129.57,85.96
-0.77,0.26,0.26,101.01,-148.12,75.67
-0.97,0.16,0.12,103.25,-160.16,108.85
-1.06,0.35,0.20,93.45,-161.07,140.35
-1.11,0.39,0.07,104.58,-166.95,163.03
-1.35,0.90,0.16,43.33,-131.46,162.61
-1.19,0.63,-0.12,-15.96,-120.68,172.13
-1.13,1.19,0.26,-52.99,-144.83,186.83
-1.06,1.58,0.65,-130.20,-142.87,203.00
-1.17,1.25,0.00,-180.95,-137.76,179.69
-1.39,-0.03,-0.27,-244.37,-143.71,166.04
-0.75,-0.16,0.05,-217.84,-122.50,158.83
-0.84,0.40,0.48,-170.80,-133.70,168.49
-1.03,1.16,0.85,-186.34,-163.52,169.26
-1.18,1.41,0.79,-191.59,-147.63,140.77
-1.33,1.30,0.37,-227.36,-145.32,105.42
-1.16,0.66,0.29,-232.47,-158.06,95.76
-1.11,0.57,0.35,-202.58,-157.15,88.55
-0.91,0.64,0.65,-224.35,-139.58,87.57
-0.91,0.55,0.57,-266.91,-124.88,76.79
-0.79,0.32,0.45,-239.19,-131.25,74.62
-0.69,0.66,0.57,-221.20,-115.64,53.69
-0.55,0.50,0.39,-238.56,-93.03,28.49
-0.28,0.32,0.26,-244.58,-70.91,18.62
0.01,0.15,0.19,-213.29,-42.84,-1.75
0.24,-0.16,0.06,-191.66,-23.94,-4.97
0.15,-0.07,0.21,-120.89,0.56,-11.48
0.10,-0.10,0.37,-42.49,27.37,-23.38
0.07,-0.11,0.44,-0.56,52.43,-24.92
0.03,-0.03,0.38,35.84,79.03,-19.25
0.13,0.01,0.21,75.18,105.28,-16.52
0.19,0.01,0.02,137.90,116.20,-20.72
0.17,0.05,-0.24,203.98,119.56,-44.94
0.20,-0.10,-0.50,240.45,120.82,-65.59
0.23,-0.30,-0.53,303.45,121.10,-84.84
0.16,-0.45,0.09,295.75,57.12,-99.82
-0.03,-0.43,3.06,149.31,-140.14,-67.41
-0.43,0.25,2.55,44.87,59.64,-36.61
-1.39,2.15,-1.39,323.19,-27.16,-38.08
-0.61,2.14,-0.74,246.68,-2.31,-35.07
-1.12,-0.37,1.70,233.73,71.61,9.10
-1.74,0.65,1.19,209.16,33.04,11.55
-1.22,0.62,-0.18,194.25,-30.24,1.12
-0.37,0.37,-0.14,152.81,21.14,-35.98
-0.37,0.39,0.78,191.87,-17.57,-61.39
-0.64,0.68,0.57,229.18,-8.82,-82.39
-0.93,0.92,0.29,206.15,-9.10,-81.48
-0.86,0.73,0.41,168.42,9.45,-84.28
-0.65,0.58,0.41,127.12,27.16,-83.93
-0.66,0.64,0.33,120.33,30.24,-90.23
-0.76,0.69,0.41,114.94,22.75,-98.42
-0.78,0.63,0.38,98.77,29.47,-94.71
-0.89,0.57,0.22,94.29,23.45,-101.64
-1.04,0.61,0.15,89.88,18.34,-105.21
-1.09,0.62,0.01,102.55,16.94,-107.45
-1.10,0.68,-0.05,121.17,10.50,-108.22
-0.99,0.69,0.01,132.02,11.20,-108.01
-0.86,0.57,0.00,153.93,19.04,-107.45
-0.82,0.49,-0.07,185.08,21.07,-109.76
-0.82,0.47,-0.13,201.88,19.60,-127.33
-0.77,0.49,-0.07,195.09,17.71,-141.33
-0.78,0.53,-0.03,194.60,22.26,-154.70
-0.75,0.65,-0.01,184.38,32.48,-170.17
-0.85,0.64,-0.05,157.50,50.82,-148.12
-1.07,0.60,-0.18,145.67,41.86,-84.49
-1.16,0.90,-0.12,119.21,19.04,-6.09
-1.10,1.07,-0.06,127.82,0.35,10.99
-0.85,1.12,0.01,121.73,-6.16,-15.12
-0.61,0.94,0.09,108.36,-6.51,-41.02
-0.56,0.75,0.13,89.11,-0.84,-54.95
-0.67,0.63,0.07,77.07,2.45,-47.81
-0.68,0.59,0.08,72.52,7.70,-49.14
-0.56,0.59,0.06,49.98,37.87,-52.78
-0.66,0.47,-0.01,50.12,52.29,-56.07
-0.60,0.50,-0.02,58.03,53.27,-58.52
-0.60,0.42,-0.12,74.20,48.23,-56.35
-0.56,0.47,-0.06,86.45,49.63,-52.92
-0.50,0.55,-0.07,96.60,58.52,-49.21
-0.58,0.61,-0.05,91.21,57.75,-44.31
-0.57,0.53,-0.05,92.96,58.73,-42.00
-0.63,0.50,0.01,95.97,52.43,-47.25
-0.62,0.41,0.06,85.89,54.67,-49.21
-0.72,0.21,0.06,81.97,51.80,-45.78
-0.76,0.33,0.15,82.39,46.90,-62.30
-0.86,0.17,0.18,71.82,44.03,-60.34
-0.89,0.02,0.05,76.37,40.39,-64.54
-0.93,0.09,0.01,90.51,35.35,-70.77
-0.90,0.29,-0.03,93.03,31.50,-74.20
-0.83,0.47,-0.10,99.26,25.76,-71.89
-0.74,0.50,-0.09,103.81,20.23,-54.67
-0.70,0.66,-0.07,114.94,7.28,-38.22
-0.73,0.81,-0.02,102.55,-3.92,-23.52
-0.72,0.89,-0.07,95.90,-9.52,-25.20
-0.72,0.96,-0.05,81.90,-14.35,-28.98
-0.84,0.81,0.00,64.47,-13.37,-24.29
-0.93,0.74,0.10,60.97,-15.82,-21.77
-1.02,0.74,0.06,67.83,-33.53,-11.97
-1.07,0.76,-0.02,72.10,-49.56,-5.74
-1.12,0.77,-0.09,70.63,-60.27,5.04
-1.15,0.88,-0.13,63.70,-71.12,14.28
-1.11,0.89,-0.13,54.46,-78.89,25.55
-1.13,0.95,-0.08,35.70,-88.34,38.15
-1.19,1.06,-0.02,10.78,-98.28,50.47
-1.37,0.96,0.08,-7.63,-110.60,63.00
-1.48,0.78,0.21,-21.91,-132.02,68.46
-1.59,0.57,0.28,-32.76,-162.40,67.55
-1.56,0.41,0.30,-47.39,-199.64,63.98
-1.51,0.34,0.22,-64.54,-217.28,56.35
-1.44,0.23,0.07,-63.14,-223.86,50.33
-1.43,0.16,-0.04,-43.05,-225.75,48.30
-1.33,0.13,-0.13,-5.04,-231.98,51.73
-1.35,0.06,-0.11,16.17,-222.11,68.81
-1.33,0.24,-0.04,22.40,-206.78,77.49
-1.30,0.16,-0.02,11.97,-180.67,84.49
-1.34,0.04,0.00,8.40,-175.91,95.20
-1.23,0.06,0.14,30.73,-179.90,98.00
-1.10,0.20,0.12,48.65,-176.05,100.59
-0.94,0.24,-0.01,69.93,-167.37,105.70
-0.81,0.56,0.06,48.44,-151.90,97.37
-0.76,0.81,0.06,15.05,-145.53,86.31
-0.87,0.87,0.21,-27.37,-144.90,88.83
-0.83,0.88,0.33,-56.63,-127.54,65.66
-0.80,0.61,0.22,-70.35,-101.99,59.36
-0.79,0.55,0.17,-77.63,-104.72,54.32
-0.73,0.34,0.18,-59.71,-98.91,49.00
-0.84,0.37,0.14,-22.68,-77.70,45.08
-0.73,0.23,0.02,-25.76,-78.47,40.32
-0.62,0.10,0.07,-48.72,-87.85,35.77
-0.65,0.21,0.14,-55.44,-81.55,37.38
-0.59,0.19,0.16,-44.24,-72.24,36.96
-0.57,0.34,0.21,-27.16,-59.08,37.66
-0.38,0.20,0.21,-40.11,-61.39,41.09
-0.44,0.36,0.28,-41.72,-57.54,42.00
-0.42,0.38,0.31,-35.63,-51.45,36.75
-0.41,0.32,0.30,-24.92,-40.81,32.97
-0.41,0.33,0.29,-17.92,-30.03,28.56
-0.41,0.28,0.25,-13.02,-18.97,24.08
-0.41,0.28,0.23,-11.41,-6.09,15.26
-0.41,0.26,0.22,-11.41,4.06,6.65
-0.44,0.20,0.22,-7.14,11.55,-0.77
-0.41,0.09,0.24,-1.75,14.07,-11.34
-0.44,0.05,0.30,12.53,15.68,-18.90
-0.43,0.07,0.35,25.76,18.55,-25.76
-0.42,0.16,0.36,34.44,20.86,-31.29
-0.43,0.24,0.36,39.97,22.75,-33.88
-0.44,0.33,0.36,42.84,24.92,-37.17
-0.44,0.40,0.39,36.96,28.28,-40.11
-0.43,0.42,0.44,28.91,34.23,-43.12
-0.42,0.49,0.53,12.74,41.37,-40.81
-0.44,0.54,0.58,10.85,46.90,-39.20
-0.49,0.57,0.63,14.91,45.99,-24.71
-0.56,0.66,0.78,31.92,43.33,-9.87
-0.63,0.83,0.91,45.99,34.65,-2.38
-0.71,0.91,0.95,41.72,14.42,10.36
-0.83,1.01,1.03,44.66,-14.98,13.37
-0.90,1.15,1.18,39.48,-36.68,16.73
-0.98,1.06,1.08,42.56,-52.71,28.98
-1.05,1.02,1.07,30.94,-53.20,31.71
-0.88,0.88,0.96,-5.74,-44.59,17.92
-0.52,0.40,0.77,-27.16,-46.55,2.80
-0.26,0.12,0.71,-45.36,-37.45,-2.38
-0.12,-0.09,0.61,-30.38,-17.64,-11.97
-0.15,-0.08,0.42,23.24,1.75,-14.35
-0.31,0.16,0.54,89.67,23.31,-20.51
-0.59,0.43,0.68,146.58,46.69,-35.84
-0.91,0.79,0.70,193.20,85.05,-52.22
-1.54,1.11,0.23,198.87,79.66,-35.00
-2.18,1.67,-0.31,201.53,43.96,12.53
-2.83,2.30,0.26,164.85,-10.43,58.17
-2.86,2.43,1.55,89.53,-125.79,51.31
-2.27,1.19,0.62,45.50,-189.56,41.93
-0.50,-0.24,-0.34,48.72,-159.88,7.49
0.15,-1.33,-0.25,88.76,-68.60,-6.16
0.05,-1.49,0.45,68.74,-22.12,-25.48
-0.21,-1.21,-0.30,6.93,-19.60,-65.87
-0.12,-0.55,-0.53,25.34,-8.47,-94.29
0.00,0.04,-0.69,129.29,-4.62,-90.44
-0.36,0.60,-0.95,194.32,-58.52,-72.52
-0.92,1.20,-0.51,295.68,-46.83,-46.83
-1.26,1.83,-0.55,337.68,-0.07,-51.31
-1.07,1.82,-0.60,235.83,-21.21,-29.61
-1.03,1.80,0.08,204.47,-66.92,-25.13
-0.78,1.56,0.72,211.54,-50.82,-63.56
-0.77,0.83,0.53,140.21,-20.44,-81.13
-0.76,0.17,0.20,79.10,5.95,-73.01
-0.84,0.08,-0.06,77.28,2.66,-84.07
-0.87,-0.04,-0.03,94.50,4.27,-85.68
-0.89,0.08,-0.03,109.48,15.05,-80.22
-0.87,0.22,-0.18,136.36,16.59,-74.90
-0.85,0.37,-0.33,177.17,3.08,-66.71
-0.87,0.63,-0.37,183.26,-12.11,-60.48
-0.75,0.81,-0.34,194.04,-33.11,-63.98
-0.75,0.94,-0.24,182.07,-47.32,-59.36
-0.72,1.00,-0.12,174.65,-52.01,-49.21
-0.68,1.09,-0.08,150.36,-46.90,-42.07
-0.69,1.08,0.01,121.59,-34.65,-41.51
-0.65,0.85,0.02,91.70,-20.72,-35.56
-0.64,0.73,0.00,59.29,-9.03,-33.74
-0.63,0.76,-0.04,38.36,1.05,-34.30
-0.66,0.81,-0.03,26.25,1.40,-35.84
-0.70,0.72,0.02,31.15,1.96,-31.85
-0.71,0.66,0.01,38.78,0.35,-25.13
-0.70,0.68,0.00,45.50,3.08,-21.91
-0.72,0.55,-0.04,56.56,0.91,-16.94
-0.80,0.49,-0.01,51.38,-8.75,-14.84
-0.74,0.55,-0.04,65.52,-11.62,-21.98
-0.73,0.49,-0.12,73.36,-14.98,-17.64
-0.72,0.46,-0.17,89.53,-12.04,-15.75
-0.75,0.49,-0.17,107.59,-12.53,-14.14
-0.70,0.56,-0.08,109.55,-7.14,-22.33
-0.50,0.51,-0.04,98.56,9.03,-11.69
-0.74,0.64,-0.03,112.77,9.38,-21.00
-0.81,0.64,0.15,94.15,13.65,-29.54
-0.71,0.61,0.10,83.65,27.72,-32.06
-0.72,0.66,0.07,93.52,27.93,-33.81
-0.72,0.73,0.06,91.21,0.70,-30.59
-0.79,0.72,0.03,96.11,0.07,-30.59
-0.85,0.67,-0.12,94.92,-8.61,-24.99
-0.92,0.57,-0.03,93.59,-7.98,-14.21
-1.02,0.58,-0.02,82.88,-2.10,-25.83
-1.16,0.48,-0.01,69.44,-0.84,-29.68
-1.27,0.51,-0.01,70.84,-10.85,-32.20
-1.34,0.66,-0.08,80.15,-30.80,-35.28
-1.22,0.78,-0.10,86.10,-47.88,-36.19
-1.13,0.93,-0.12,80.15,-46.83,-31.43
-1.11,1.08,-0.10,63.91,-32.55,-24.50
-1.17,1.03,-0.07,44.80,-17.43,-10.64
-1.28,0.91,-0.03,47.46,-26.67,-4.83
-1.33,0.89,0.01,52.64,-43.54,-1.96
-1.30,1.11,-0.04,34.02,-56.91,2.17
-1.26,1.06,-0.14,13.72,-58.45,14.70
-1.32,0.77,-0.10,5.53,-66.99,25.90
-1.37,0.58,0.01,0.42,-83.58,28.21
-1.40,0.46,0.08,-10.29,-112.21,29.40
-1.39,0.47,0.15,-13.93,-153.65,32.06
-1.41,0.45,0.18,-12.81,-191.94,35.35
-1.35,0.45,0.22,-7.14,-229.39,36.68
-1.27,0.43,0.21,-2.66,-270.62,41.02
-1.15,0.48,0.21,-8.68,-288.75,42.07
-1.08,0.51,0.13,-25.41,-287.00,38.99
-0.98,0.52,0.10,-33.81,-265.23,9.10
-0.77,0.31,0.15,-54.46,-205.38,13.72
-1.28,0.46,-0.01,-14.14,-223.37,83.44
-1.10,0.56,-0.10,77.00,-242.69,132.93
-1.14,0.52,-0.08,130.41,-216.86,123.76
-1.18,0.55,0.04,90.86,-159.74,137.97
-1.10,1.07,0.04,3.71,-135.45,148.96
-1.01,1.10,0.00,-99.26,-135.31,162.61
-0.96,1.03,0.02,-141.33,-148.75,176.89
-1.17,0.83,0.19,-179.97,-157.64,174.58
-1.29,0.70,0.39,-225.40,-160.65,176.26
-1.22,0.71,0.47,-281.40,-162.68,181.30
-1.11,0.57,0.42,-294.42,-160.51,165.34
-1.04,0.44,0.43,-264.25,-147.28,141.75
-1.04,0.44,0.34,-254.59,-134.26,116.83
-0.88,0.45,0.28,-251.65,-141.75,102.34
-0.94,0.45,0.19,-227.43,-139.51,82.32
-0.80,0.46,0.21,-219.94,-148.68,66.36
-0.59,0.30,0.34,-222.32,-143.92,56.21
-0.52,0.40,0.46,-198.52,-121.66,37.10
-0.42,0.32,0.41,-180.46,-111.65,23.52
-0.25,0.13,0.39,-155.19,-94.36,7.56
-0.22,0.20,0.43,-127.33,-83.37,-1.33
-0.25,0.25,0.44,-98.00,-67.20,-2.31
-0.23,0.28,0.42,-86.80,-48.58,-4.34
-0.19,0.15,0.34,-77.21,-31.57,-0.63
-0.19,0.14,0.32,-72.17,1.05,-5.88
-0.23,0.26,0.25,-49.35,29.19,-5.81
-0.31,0.24,0.31,-7.28,47.25,9.03
-0.06,-0.35,0.39,24.22,64.54,0.91
0.04,-0.31,0.48,85.75,72.73,-1.40
0.09,-0.13,0.38,120.40,80.64,-3.50
0.21,0.17,0.12,159.32,79.24,-3.50
0.38,0.24,-0.02,230.02,76.65,-6.02
0.47,0.19,-0.44,298.48,83.09,-9.73
0.47,0.25,-0.44,353.29,111.16,-37.45
0.34,0.26,-0.46,355.18,115.57,-46.41
-0.05,0.69,1.27,221.48,51.59,-58.59
-1.14,0.16,1.63,59.29,33.81,-107.94
-1.57,-0.08,1.17,140.98,15.19,-89.53
-2.37,1.62,1.13,223.72,68.60,-39.83
-2.71,2.91,0.85,129.15,34.37,-7.42
-1.41,0.92,0.10,82.95,57.61,-37.52
-0.62,-0.20,0.19,60.41,23.45,-65.03
-0.04,-0.52,0.24,90.23,15.26,-98.63
0.07,-0.53,0.07,106.05,10.50,-116.13
-0.15,-0.25,0.19,119.42,2.31,-119.07
-0.42,-0.04,0.46,121.73,-3.22,-123.34
-0.68,0.12,0.28,141.47,1.54,-124.46
-0.96,0.28,0.20,142.87,2.94,-114.17
-1.04,0.71,0.20,131.67,14.91,-92.68
-0.88,1.16,0.12,117.32,6.79,-83.79
-0.81,1.39,0.06,108.15,-10.57,-87.08
-0.78,1.50,0.18,107.38,-16.94,-96.74
-0.72,1.48,0.32,101.01,-10.64,-88.48
-0.58,1.31,0.41,86.66,8.05,-88.06
-0.55,0.92,0.25,83.51,27.30,-80.57
-0.49,0.77,0.22,68.67,29.96,-80.71
-0.36,0.67,0.25,59.92,40.88,-76.02
-0.39,0.79,0.12,50.75,37.94,-95.41
-0.53,0.90,0.22,25.41,48.02,-95.69
-0.92,0.99,0.36,2.87,84.56,-83.44
-1.16,1.02,0.29,17.99,95.76,-68.88
-1.13,0.97,0.14,31.29,98.84,-49.00
-1.05,0.85,0.23,31.85,103.81,-49.07
-0.92,0.75,0.21,37.66,104.23,-54.95
-1.18,0.52,-0.07,65.94,-24.71,90.16
-1.19,0.21,-0.14,82.46,-49.07,90.93
-1.06,0.31,0.05,78.96,-48.65,85.82
-0.98,0.39,0.06,49.00,-26.32,80.50
-0.81,0.58,0.09,-6.23,-19.25,83.58
-0.77,0.60,0.27,-21.42,-35.21,71.75
-1.18,0.39,0.22,-25.27,-39.13,51.94
-1.50,0.16,0.21,-64.82,-55.02,55.72
-1.46,0.06,0.19,-71.05,-73.22,57.26
-1.28,0.38,0.22,-52.85,-92.89,56.77
-1.10,0.55,0.29,-47.46,-120.89,51.73
-1.03,0.43,0.39,-33.32,-129.85,46.55
-1.09,0.29,0.42,-37.73,-133.98,33.81
-1.13,0.04,0.22,-39.13,-136.85,28.91
-1.11,-0.07,0.05,-29.82,-150.50,22.89
-1.03,-0.03,0.08,-4.34,-158.62,19.95
-1.00,0.25,0.12,9.31,-165.41,16.73
-0.95,0.27,0.14,36.61,-174.86,19.39
-0.90,0.28,0.10,37.31,-178.71,14.07
-0.80,0.45,0.03,10.64,-176.40,11.69
-0.75,0.43,0.01,4.41,-171.99,3.92
-0.66,0.38,-0.03,-6.09,-166.67,3.71
-0.59,0.41,0.02,-23.66,-160.79,0.77
-0.55,0.53,0.03,-54.18,-147.63,-9.87
-0.45,0.41,0.04,-49.00,-134.19,-16.10
-0.37,0.34,0.01,-49.35,-121.73,-19.32
-0.33,0.32,-0.03,-41.58,-110.32,-24.99
-0.23,0.26,-0.07,-32.34,-105.14,-22.26
-0.16,0.35,0.04,-11.83,-90.51,-28.28
-0.09,0.26,0.01,1.26,-81.06,-27.09
0.06,0.28,0.05,16.24,-57.26,-32.69
-0.08,0.33,0.12,36.40,-36.89,-36.61
-0.03,0.30,0.21,78.82,-18.06,-42.07
0.00,0.16,0.20,101.99,-3.15,-49.21
-0.05,0.19,0.15,116.90,19.04,-56.00
-0.08,0.21,0.18,128.38,43.12,-63.14
-0.15,0.22,0.19,134.47,69.30,-68.25
-0.17,0.22,0.19,143.71,96.67,-51.73
-0.17,0.19,0.30,135.38,125.65,-58.17
-0.20,0.20,0.41,107.10,144.83,-54.18
-0.24,0.44,0.68,72.38,173.39,-38.71
-0.63,0.71,0.77,90.79,180.60,-30.87
-1.03,1.29,1.19,115.29,154.70,-32.13
-1.66,1.94,1.42,39.55,116.83,4.06
-2.49,3.57,0.48,-35.00,10.92,109.41
-1.51,3.04,0.95,49.21,-170.03,151.20
-0.31,1.89,1.76,129.92,-230.86,134.61
0.41,1.35,1.91,102.34,-170.87,65.73
0.18,-0.08,0.81,67.34,-95.62,23.24
-0.18,-0.51,0.35,127.33,-86.45,-3.43
-0.15,-0.86,0.22,118.86,-35.28,-44.38
-0.39,-0.07,0.02,101.01,39.90,-66.22
-1.02,0.30,-0.54,65.45,56.00,-60.90
-1.36,0.55,-0.71,60.83,79.73,-69.65
-1.91,1.04,-0.39,57.19,90.72,-48.09
-2.40,1.68,0.14,26.25,48.79,10.01
-2.41,2.07,0.97,7.42,-65.24,35.07
